ED50 / 3-degree Gauss-Kruger zone 10,2207,4230,16270,9001,9807,4530,8801,0,9102,8802,30,9102,8805,1,9201,8806,10500000,9001,8807,0,9001,,,,,,
ED50 / 3-degree Gauss-Kruger zone 11,2208,4230,16271,9001,9807,4530,8801,0,9102,8802,33,9102,8805,1,9201,8806,11500000,9001,8807,0,9001,,,,,,
ED50 / 3-degree Gauss-Kruger zone 12,2209,4230,16272,9001,9807,4530,8801,0,9102,8802,36,9102,8805,1,9201,8806,12500000,9001,8807,0,9001,,,,,,
ED50 / 3-degree Gauss-Kruger zone 13,2210,4230,16273,9001,9807,4530,8801,0,9102,8802,39,9102,8805,1,9201,8806,13500000,9001,8807,0,9001,,,,,,
ED50 / 3-degree Gauss-Kruger zone 14,2211,4230,16274,9001,9807,4530,8801,0,9102,8802,42,9102,8805,1,9201,8806,14500000,9001,8807,0,9001,,,,,,
ED50 / 3-degree Gauss-Kruger zone 15,2212,4230,16275,9001,9807,4530,8801,0,9102,8802,45,9102,8805,1,9201,8806,15500000,9001,8807,0,9001,,,,,,
ETRS89 / TM 30 NE,2213,4258,16430,9001,9807,4400,8801,0,9102,8802,30,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
Douala 1948 / AOF west,2214,4192,18415,9001,9807,4400,8801,0,9110,8802,10.3,9110,8805,0.999,9201,8806,1000000,9001,8807,1000000,9001,,,,,,
Manoca 1962 / UTM zone 32N,2215,4193,16032,9001,9807,4400,8801,0,9102,8802,9,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
Qornoq 1927 / UTM zone 22N,2216,4194,16022,9001,9807,4400,8801,0,9102,8802,-51,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
Qornoq 1927 / UTM zone 23N,2217,4194,16023,9001,9807,4400,8801,0,9102,8802,-45,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
NAD83 / Arizona East (ft),2222,4269,15304,9002,9807,4495,8801,31,9110,8802,-110.1,9110,8805,0.9999,9201,8806,700000,9002,8807,0,9002,,,,,,
NAD83 / Arizona Central (ft),2223,4269,15305,9002,9807,4495,8801,31,9110,8802,-111.55,9110,8805,0.9999,9201,8806,700000,9002,8807,0,9002,,,,,,
NAD83 / Arizona West (ft),2224,4269,15306,9002,9807,4495,8801,31,9110,8802,-113.45,9110,8805,0.999933333,9201,8806,700000,9002,8807,0,9002,,,,,,
NAD83 / California zone 1 (ftUS),2225,4269,15307,9003,9802,4497,8821,39.2,9110,8822,-122,9110,8823,41.4,9110,8824,40,9110,8826,6561666.667,9003,8827,1640416.667,9003,,,
NAD83 / California zone 2 (ftUS),2226,4269,15308,9003,9802,4497,8821,37.4,9110,8822,-122,9110,8823,39.5,9110,8824,38.2,9110,8826,6561666.667,9003,8827,1640416.667,9003,,,
NAD83 / California zone 3 (ftUS),2227,4269,15309,9003,9802,4497,8821,36.3,9110,8822,-120.3,9110,8823,38.26,9110,8824,37.04,9110,8826,6561666.667,9003,8827,1640416.667,9003,,,
NAD83 / California zone 4 (ftUS),2228,4269,15310,9003,9802,4497,8821,35.2,9110,8822,-119,9110,8823,37.15,9110,8824,36,9110,8826,6561666.667,9003,8827,1640416.667,9003,,,
